A,B,Segment,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler
when you try to tell grandpa that s music was trash,2,1,18.18,9.09,9.09,0,9.09,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,9.09,0,0,0,0,9.09,18.18,9.09,0,0,9.09,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,9.09,9.09,0,0,0,0,0,0,0
jenny was a hoe til she got aids uil she was ready to settle down with forrest gump who tried saving her so many tim,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,20,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,4,0,0,0,4,12,0,8,0,0,0,0,0
leotard not leopard zeeti hoes dumb twitpic a selfie wearing a leotard,1,1,0,0,0,0,8.33,0,8.33,0,0,0,0,0,8.33,0,16.67,0,8.33,0,0,0,0,0,0,8.33,16.67,8.33,0,0,0,8.33,0,8.33,0,0,8.33,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0
who gave this bitch that much confidence,1,1,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,14.29,14.29,0,0,0,0,14.29,28.57,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0
when niggas wa bitches like trey,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0
how shy people fli learn tips from the best,2,1,11.11,0,11.11,0,22.22,0,22.22,22.22,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hoes hoes ai nothin but hoes,1,1,0,0,0,0,33.33,16.67,16.67,0,0,0,0,0,16.67,0,50,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,50,0,0,50,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i hate when people think im mad or sad cause im not talking nah im chillin bitch,1,1,0,0,0,0,23.53,0,23.53,5.88,5.88,0,5.88,0,11.76,0,29.41,5.88,17.65,17.65,0,17.65,0,11.76,5.88,5.88,5.88,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,5.88,0,17.65,0,5.88,5.88,0,0,0
your opinion of me is highly irreleva bitch,1,1,0,0,0,0,12.5,0,12.5,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0
be out here fighting bitches like its legal,1,1,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,25,0,12.5,0,0,0,0,0,0,12.5,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
fresh out of jail and i got my chopper bitches be like vick your number like the bk whopper,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,5.26,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,21.05,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
well theres crazy bitch and theres you can look for that motherfuckers corpse but you wo find,1,1,0,0,0,0,17.65,0,17.65,5.88,0,5.88,0,0,5.88,0,23.53,5.88,5.88,5.88,0,0,0,0,0,11.76,11.76,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,11.76,5.88,29.41,11.76,0,11.76,11.76,0,0,0,0,17.65,0,0,0,0,0,0
british jihadi mother who was to be first female executioner is mis most waed,2,1,14.29,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,0,0,0,0,21.43,7.14,0,14.29,0,7.14,0,7.14,0,14.29,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0
all detroit niggas do is listen to dbco and fuck other niggas bitches while trying to hold on to their own with no money an,1,1,8,0,4,4,16,8,8,0,0,4,0,0,4,0,16,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,0,0,0,4,0,4,0,4,0,0,0,0,0,0
do block me because you think a post is about youjust ask me like a boss you employee ass bitch,1,1,5,0,0,5,10,0,10,5,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,25,5,0,0,0,0,5,20,0,0,0,0,0,0,0,0,10,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
i hate when faggots talk shit on here then block me so i ca respond bitch i will write you a letter with my response an,0,1,0,0,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,15.38,0,3.85,3.85,0,3.85,0,3.85,0,11.54,19.23,15.38,0,0,0,0,15.38,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,7.69,3.85,0,0,3.85,0,0,0,7.69,0,0,3.85,0,0,0,0,0
niggas get married and sta dissin single bitches smh you bitches wa allowance and dates and still singl,1,1,11.11,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,22.22,0,5.56,0,0,0,0,0,0,16.67,11.11,0,0,0,0,0,0,11.11,5.56,0,0,0,0,0,0,0,5.56,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,11.11,5.56,0,5.56,0,0,0,0,5.56,5.56,0,0,5.56,5.56,0,0,0
best collegegameday sign ever the dakness is spreading charlie murphys true hollywood stories chappelleshow,2,1,7.14,0,7.14,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,7.14,0,0,0,7.14,0,7.14,0,0,0,0,0,0
bae go text your hoes me,1,1,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,0,0,0,0,0,0,0,16.67,66.67,16.67,0,0,0,0,16.67,50,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,16.67,16.67,0,0,0,0,0,0,0,16.67,16.67,0,0,0
when bout bitches got together and thought of a reason to make they boyfriend claim them,1,1,12.5,12.5,0,0,18.75,0,18.75,12.5,12.5,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,6.25,25,6.25,0,0,0,0,0,18.75,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0
this bitch eyebrows lookin like the bulls logo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0
its simple do be a hoedo worry about being exposed fight me,1,1,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,16.67,0,16.67,8.33,0,8.33,8.33,0,0,0,8.33,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0
rohan a bitch yo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0
these bitches so phoney,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rows for the hoes curls for the girls planks for the skanks deep cuts for the sluts quads for the broads no pecs no s,1,1,0,0,0,0,8,8,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,12,16,8,0,0,0,8,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
do know how you yankees fans listen to kay every night absolutely brutal just nonsensical blah blah blah blah radio n,2,1,0,0,0,0,19.05,4.76,14.29,9.52,4.76,0,0,4.76,0,0,23.81,0,23.81,19.05,0,19.05,0,0,0,0,9.52,4.76,0,0,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0,0,0,9.52,4.76,4.76,0,0,0,4.76,0,4.76,0,0,0,4.76,0,4.76,0,0
my bitch sad lookin like a lack of funny,1,1,0,0,0,0,11.11,0,11.11,0,0,11.11,0,0,0,0,33.33,11.11,11.11,22.22,11.11,11.11,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
when you give all ya hoes up for that one girl and it do work out,1,1,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,6.25,31.25,6.25,0,0,0,0,0,25,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,6.25,0,0,0,6.25,0,6.25,0,6.25,6.25,0,0,0
if a nigga try to slide in my bitch dms,1,1,10,0,10,0,20,0,20,0,0,10,10,0,10,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
these bitches putting their soul in this routine,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12.5,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0
this talking eggpla skurred af,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,20,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0
when a bad bitch asks you to come over,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,11.11,0,11.11,0,0,0,11.11,22.22,11.11,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,22.22,0,11.11,22.22,0,0,0,11.11,0,11.11,0,0,0,0,0,0
when you and your boys discover a hoe,1,1,0,0,0,0,12.5,0,12.5,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,50,0,0,0,0,0,0,50,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0
when your phone goes off in class and the teacher says turn that trash off but its a song from your mixtape,2,1,0,0,0,0,4.55,0,4.55,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,22.73,9.09,0,0,0,0,9.09,13.64,0,0,0,0,4.55,0,0,4.55,13.64,4.55,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,18.18,0,9.09,4.55,0,4.55,0,4.55,0,9.09,0,0,0,0,0,0
bruh he threw that bitch,1,1,20,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,20,0,0,20,20,0,0,0
every time bobby bitch comes on,1,1,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,16.67,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0
this kid definitely got the pussy after that game,1,1,0,0,0,0,11.11,0,11.11,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0
jerryspringer on raw the white trash side of me is applauding,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,9.09,0,9.09,9.09,0,0,0,0,18.18,27.27,9.09,0,0,0,0,9.09,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,9.09,0,9.09,0,0,0,9.09,0,0,0,0,0,0
when a bitch asks to eat your ass,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,25,12.5,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0
his balls ashy real women do this and real faggots let em do that smh,0,1,0,0,0,0,13.33,0,13.33,0,0,0,0,13.33,0,0,13.33,0,6.67,0,0,0,0,0,0,6.67,13.33,0,0,0,0,0,0,13.33,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,0,6.67,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0
a hoe only cares about the now the future is irreleva,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,0,0,0,9.09,18.18,9.09,9.09,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,18.18,0,27.27,9.09,0,0,0,0,0
to get with a hoe you just need to be cute have muscles dress your ass off swag or talk a good game,1,1,0,0,0,0,8.7,0,8.7,0,0,4.35,4.35,0,4.35,0,17.39,8.7,0,4.35,4.35,0,0,0,0,8.7,17.39,4.35,0,0,0,0,4.35,13.04,0,0,4.35,0,0,0,0,0,4.35,4.35,0,0,0,0,8.7,0,0,0,0,0,0,0,0,4.35,0,4.35,0,0,0,0,0,0,21.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
john kerry caught appearing to mock israels pinpoi operation in gaza israel gaza,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,23.08,0,7.69,7.69,7.69,0,0,0,7.69,0,0,0,0,0,0,0
ca give these hoes a inch cuz theyll try to take mile,1,1,8.33,0,8.33,0,16.67,0,16.67,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,25,8.33,0,0,0,0,0,16.67,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,16.67,16.67,0,0,16.67,0,0,0,0,0,8.33,8.33,8.33,8.33,0,0,0
its my brother weekend bitch longlivelilray,1,1,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,16.67,16.67,0,0,16.67,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0
seen theses niggas lose it all over a basic bitch,1,1,10,0,10,0,10,10,0,0,0,0,0,0,0,0,30,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,20,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0
this bitch just blew my high,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0
gucci mane locked up rn and u wa to talk about our relationship status rn bitch shut up we gotta free this nigga first,1,1,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,20.83,4.17,8.33,0,0,0,0,0,0,8.33,20.83,4.17,0,0,0,0,4.17,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,8.33,4.17,0,0,4.17,0,0,0,0,0,8.33,4.17,16.67,16.67,0,0,0
yeah yo girlfriend a bitch i hope she got the hives,1,1,9.09,9.09,0,0,9.09,0,9.09,0,0,9.09,9.09,0,0,0,18.18,9.09,0,9.09,9.09,0,0,0,0,9.09,18.18,0,0,0,0,0,0,18.18,0,9.09,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,18.18,9.09,9.09,0,0
that bitch wanna ignore my text wait till she get off work caption this,1,1,7.14,0,7.14,0,7.14,0,7.14,0,0,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,0,7.14,21.43,14.29,0,0,0,0,7.14,7.14,0,0,7.14,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,14.29,7.14,7.14,0,0,0,0,0,14.29,0,0,7.14,7.14,7.14,0,0,0
fear mongering by the left is dying wake up who are you going believe charlie rangel and hussein or mia love and c,2,1,0,0,0,0,8.7,0,8.7,4.35,0,0,4.35,0,4.35,0,8.7,4.35,4.35,8.7,4.35,4.35,4.35,0,0,0,13.04,4.35,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,4.35,13.04,0,4.35,8.7,0,0,0,0,0,8.7,4.35,0,0,0,0,0
mt is paid by white supremacist they always get a negro to do their diy work fergus,1,1,5.88,0,5.88,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,11.76,0,0,0,0,5.88,0,5.88,0,11.76,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,11.76,5.88,0,0,0,5.88,0,0,5.88,5.88,5.88,0,5.88,5.88,0,0,0
of these hoes be fake gay,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,16.67,0,0,0,0,0,0,16.67,33.33,16.67,0,0,0,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmaoo accurate when bitches see a quote with a tweet on the tl,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,0,0,0,15.38,7.69,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,7.69,0,0,15.38,0,0,0,23.08,23.08,0,0,0
lmaooooooo what dum bitch made this,1,1,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,33.33,16.67,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,16.67,0,0,0
the nipples determine whether the titties are trash or not,1,1,0,0,0,0,40,0,40,10,0,0,10,0,30,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
well theres difference between erick erickson and me ive always understood obama is muslim jihadi sympathizer,2,1,6.25,6.25,0,0,18.75,6.25,12.5,6.25,0,0,0,0,6.25,0,12.5,12.5,0,6.25,0,0,0,0,0,0,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,6.25,12.5,12.5,0,0,0,0,0,0
i hate a bitch dat act like a nigga,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,11.11,11.11,0,11.11,0,11.11,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0
we all know a double faced bitch named madison,1,1,11.11,11.11,0,0,22.22,11.11,11.11,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0
we all know a faggot named luke,1,1,14.29,14.29,0,0,28.57,14.29,14.29,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0
nah go talk to ur hoes since u do wanna text back n shit,1,1,0,0,0,0,14.29,0,14.29,0,7.14,7.14,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,35.71,14.29,0,0,0,0,14.29,21.43,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,21.43,14.29,0,7.14,14.29,0,0,0,7.14,0,0,7.14,28.57,28.57,0,0,0
i love this emoji shes just like duh bitch lol i do give a fuck youre ugly whatcha gonna do about it,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.73,4.55,4.55,9.09,4.55,0,0,0,0,9.09,22.73,9.09,0,0,0,0,0,13.64,0,0,0,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,0,0,0,0,0,0,0,0,0,18.18,4.55,18.18,13.64,4.55,0,0
bitches post all types of sex position pics with hea emojis but let yu get her in that position this bitch complain a,1,1,0,0,0,0,8.7,4.35,4.35,0,0,0,0,0,4.35,0,13.04,0,4.35,4.35,0,4.35,0,0,0,8.7,8.7,4.35,0,0,4.35,0,4.35,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,4.35,0,0,0,0,4.35,0,0,0,0,0,0,4.35,13.04,0,0,13.04,0,0,0,0,0,0,0,0,0,0,0,0
i heard big booty bitches ca take no,1,1,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,37.5,12.5,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0
